month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Full Address,Latitude,Longitude,nearest_bus_stop_distance,nearest_mrt_distance,nearest_mall_distance,nearest_school_distance,bus_stop_count,mrt_count,mall_count,school_count
2021-10,TAMPINES,5 ROOM,871C,TAMPINES ST 86,10 TO 12,114,Improved,2017,94 years 04 months,745000,871C TAMPINES ST 86,1.356709,103.9313853,42.83039757292122,,,465.2487435896296,14,0,0,2
2021-10,TAMPINES,EXECUTIVE,892A,TAMPINES AVE 8,10 TO 12,144,Maisonette,1997,74 years 06 months,750000,892A TAMPINES AVE 8,1.3487767,103.9296945,38.1611098676502,,,184.88240174524236,16,0,0,1
2021-10,TAMPINES,5 ROOM,518C,TAMPINES CTRL 7,04 TO 06,108,DBSS,2008,86 years 04 months,750000,518C TAMPINES CTRL 7,1.3563697,103.938988,46.733490781796256,522.9851507981239,,425.85146204478497,16,1,0,1
2021-10,TAMPINES,EXECUTIVE,226,SIMEI ST 4,01 TO 03,142,Apartment,1988,65 years 08 months,750000,226 SIMEI ST 4,1.342532,103.9570125,88.92319580192962,411.7017984316,398.90187300720976,522.552303837676,19,2,2,1
2021-10,TAMPINES,EXECUTIVE,860,TAMPINES AVE 5,01 TO 03,146,Maisonette,1987,65 years 02 months,760000,860 TAMPINES AVE 5,1.3554603,103.9375956,75.9522935419192,,,369.7065025243566,17,0,0,2
2021-10,TAMPINES,EXECUTIVE,938,TAMPINES AVE 5,07 TO 09,142,Apartment,1988,66 years 01 month,763000,938 TAMPINES AVE 5,1.3478783,103.9417411,43.92483213396676,426.6720091053363,,261.7964273031069,14,1,0,5
2021-10,TAMPINES,EXECUTIVE,938,TAMPINES AVE 5,04 TO 06,146,Maisonette,1988,66 years,795000,938 TAMPINES AVE 5,1.3478783,103.9417411,43.92483213396676,426.6720091053363,,261.7964273031069,14,1,0,5
2021-10,TAMPINES,EXECUTIVE,477,TAMPINES ST 43,04 TO 06,163,Apartment,1993,70 years 10 months,800000,477 TAMPINES ST 43,1.3609216,103.9528921,139.07699911092695,,,317.6397349347857,15,0,0,4
2021-10,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,13 TO 15,107,DBSS,2008,86 years 03 months,811000,515C TAMPINES CTRL 7,1.3569678,103.9389865,112.7360039690152,548.2673550142316,,400.06686018117637,15,1,0,1
2021-10,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,07 TO 09,150,Maisonette,1985,62 years 07 months,818000,147 TAMPINES AVE 5,1.3492324,103.942181,70.20292234766842,,400.1146849103674,215.10968762148832,14,0,2,5
2021-10,TAMPINES,5 ROOM,168A,SIMEI LANE,07 TO 09,110,DBSS,2011,88 years 06 months,826000,168A SIMEI LANE,1.3427387,103.9589763,133.56266522464603,301.47099874321225,,,17,1,0,0
2021-10,TAMPINES,EXECUTIVE,944,TAMPINES AVE 5,07 TO 09,142,Apartment,1989,66 years 07 months,836500,944 TAMPINES AVE 5,1.3507082,103.9408562,120.0646504747589,538.1846924183784,377.5219493634593,363.1845811796576,16,1,2,5
2021-10,TAMPINES,EXECUTIVE,940,TAMPINES AVE 5,04 TO 06,146,Maisonette,1989,66 years 07 months,838000,940 TAMPINES AVE 5,1.3491698,103.9414212,101.44579712136958,500.2003779183729,449.25325988454466,273.66301697515377,16,1,2,5
2021-10,TAMPINES,EXECUTIVE,484,TAMPINES ST 43,01 TO 03,168,Apartment,1993,70 years 10 months,840000,484 TAMPINES ST 43,1.3618979,103.9526394,52.50290756474847,,,359.928281393958,11,0,0,3
2021-10,TAMPINES,5 ROOM,520B,TAMPINES CTRL 8,10 TO 12,108,DBSS,2014,91 years 09 months,846888,520B TAMPINES CTRL 8,1.3572664,103.9396652,91.53423604013615,498.2965697502993,,464.5147605536729,16,1,0,1
2021-10,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,07 TO 09,150,Maisonette,1984,62 years 01 month,860000,149 TAMPINES ST 12,1.351402,103.9427273,50.7393139267844,386.86205903852664,165.51556959622468,200.54436772130134,15,1,3,3
2021-11,TAMPINES,2 ROOM,499B,TAMPINES AVE 9,04 TO 06,46,Model A,2014,91 years 05 months,295000,499B TAMPINES AVE 9,1.3588702,103.9563317,150.53579009321683,353.4771397327043,,243.39165434233408,22,1,0,3
2021-11,TAMPINES,3 ROOM,828,TAMPINES ST 81,01 TO 03,67,New Generation,1987,65 years,324000,828 TAMPINES ST 81,1.3489308,103.9345881,101.61237396470983,,,270.8631605088669,21,0,0,5
2021-11,TAMPINES,3 ROOM,290,TAMPINES ST 22,01 TO 03,67,New Generation,1985,62 years 11 months,328000,290 TAMPINES ST 22,1.3498813,103.9545963,124.81609814780897,,,371.15603027777365,14,0,0,4
2021-11,TAMPINES,3 ROOM,287,TAMPINES ST 22,01 TO 03,74,Model A,1984,61 years 09 months,348000,287 TAMPINES ST 22,1.3491743,103.9542501,82.69558288816927,,,315.1484366172095,11,0,0,3
2021-11,TAMPINES,3 ROOM,885,TAMPINES ST 83,01 TO 03,74,Model A,1987,65 years 01 month,348000,885 TAMPINES ST 83,1.3510839,103.9329156,79.37536738391927,,,251.53177489054485,23,0,0,4
2021-11,TAMPINES,3 ROOM,282,TAMPINES ST 22,01 TO 03,74,Model A,1984,61 years 04 months,350000,282 TAMPINES ST 22,1.3477541,103.9524368,179.74664591170668,,478.2519936555986,158.3767482915165,12,0,2,4
2021-11,TAMPINES,3 ROOM,295,TAMPINES ST 22,04 TO 06,73,Model A,1984,61 years 04 months,350000,295 TAMPINES ST 22,1.3507805,103.9549996,217.50100638897564,574.420118846527,,416.1761683591267,17,1,0,4
2021-11,TAMPINES,3 ROOM,105,TAMPINES ST 11,07 TO 09,75,Model A,1982,60 years 02 months,355000,105 TAMPINES ST 11,1.3480931,103.9471776,174.2697408259399,,,272.7206566313374,8,0,0,6
2021-11,TAMPINES,3 ROOM,422,TAMPINES ST 41,04 TO 06,64,Simplified,1985,62 years 11 months,355000,422 TAMPINES ST 41,1.3573143,103.9470051,95.00798161325197,483.5248732998461,411.49609366718937,251.37641164963304,18,1,1,4
2021-11,TAMPINES,3 ROOM,139,TAMPINES ST 11,04 TO 06,93,Model A,1984,61 years 06 months,358000,139 TAMPINES ST 11,1.3461559,103.9445074,218.72362477061594,,,386.27831768078477,5,0,0,4
2021-11,TAMPINES,3 ROOM,203,TAMPINES ST 21,01 TO 03,75,Model A,1983,61 years,360000,203 TAMPINES ST 21,1.3522138,103.952454,167.001285749983,502.2936407729136,,189.76507992794785,20,1,0,5
2021-11,TAMPINES,3 ROOM,803,TAMPINES AVE 4,07 TO 09,67,New Generation,1984,62 years 01 month,365000,803 TAMPINES AVE 4,1.3451981,103.9376886,105.14426644660696,114.78002244402627,,342.024983417561,13,1,0,3
2021-11,TAMPINES,3 ROOM,463,TAMPINES ST 44,07 TO 09,74,Model A,1986,63 years 10 months,365000,463 TAMPINES ST 44,1.3592442,103.9546408,93.33762072383418,363.47204551507036,,228.93871529864086,25,1,0,2
2021-11,TAMPINES,3 ROOM,410,TAMPINES ST 41,04 TO 06,69,Improved,1985,63 years,366800,410 TAMPINES ST 41,1.3587777,103.9462708,119.74724102894541,539.0826945797198,530.0087678582356,346.6498868234012,12,1,1,4
2021-11,TAMPINES,3 ROOM,258,TAMPINES ST 21,04 TO 06,67,New Generation,1985,62 years 05 months,368000,258 TAMPINES ST 21,1.3543385,103.9500295,106.64575647192153,580.3663423120198,,167.22010417238772,19,1,0,5
2021-11,TAMPINES,3 ROOM,806,TAMPINES AVE 4,04 TO 06,73,Model A,1984,61 years 05 months,370000,806 TAMPINES AVE 4,1.3455403,103.9368755,64.11621027341059,195.32444041835728,,373.2820144720351,15,1,0,3
2021-11,TAMPINES,3 ROOM,206,TAMPINES ST 21,07 TO 09,75,Model A,1982,59 years 10 months,370000,206 TAMPINES ST 21,1.3508601,103.9523524,49.699663554818294,,,164.99711656739302,14,0,0,5
2021-11,TAMPINES,3 ROOM,235,TAMPINES ST 21,01 TO 03,74,Model A,1993,70 years 09 months,370000,235 TAMPINES ST 21,1.3554908,103.9482593,115.66839187257324,542.3298251500277,384.118714972838,137.23939705877788,20,1,2,4
2021-11,TAMPINES,3 ROOM,269,TAMPINES ST 21,04 TO 06,75,Model A,1984,61 years 05 months,370000,269 TAMPINES ST 21,1.3507454,103.9480244,195.02957894813807,682.0266862189167,415.9625197397336,317.23326849284325,14,1,3,7
2021-11,TAMPINES,3 ROOM,242,TAMPINES ST 21,04 TO 06,67,New Generation,1984,62 years,375000,242 TAMPINES ST 21,1.3540388,103.9465838,47.15734487375493,361.5900837619557,167.61118366626172,218.00505517996888,18,1,3,6
2021-11,TAMPINES,3 ROOM,286,TAMPINES ST 22,07 TO 09,74,Model A,1984,61 years 08 months,375000,286 TAMPINES ST 22,1.3495367,103.9529882,64.29916807666193,,,190.93236466477038,15,0,0,4
2021-11,TAMPINES,3 ROOM,420,TAMPINES ST 41,10 TO 12,74,Model A,1985,62 years 07 months,378000,420 TAMPINES ST 41,1.3578647,103.9475346,70.6542009165941,,494.4839139590373,199.89923598489898,16,0,1,4
2021-11,TAMPINES,3 ROOM,421,TAMPINES ST 41,10 TO 12,74,Model A,1985,62 years 08 months,380000,421 TAMPINES ST 41,1.3575186,103.9475363,88.29149909292913,545.2083122474763,463.17304005395056,194.5692452226115,19,1,1,4
2021-11,TAMPINES,3 ROOM,211,TAMPINES ST 23,10 TO 12,69,New Generation,1985,62 years 08 months,380000,211 TAMPINES ST 23,1.3540226,103.9548427,113.35755397672608,216.49777106659226,,143.55553757614345,21,1,0,3
2021-11,TAMPINES,3 ROOM,161,TAMPINES ST 12,04 TO 06,74,Model A,1984,61 years 11 months,385000,161 TAMPINES ST 12,1.3500008,103.9459783,237.57121319471915,604.4129080328868,308.57899951130133,209.22291427785672,13,1,3,6
2021-11,TAMPINES,3 ROOM,226,TAMPINES ST 23,07 TO 09,73,Model A,1985,62 years 05 months,387000,226 TAMPINES ST 23,1.355518,103.9540092,85.59129994177071,119.7307507231333,,262.58907231513905,22,1,0,3
2021-11,TAMPINES,3 ROOM,846,TAMPINES ST 82,07 TO 09,74,Model A,1986,63 years 03 months,388000,846 TAMPINES ST 82,1.3521574,103.9359235,98.95483830253353,,,272.4417804142225,19,0,0,3
2021-11,TAMPINES,3 ROOM,854,TAMPINES ST 82,07 TO 09,74,Model A,1985,62 years 11 months,390000,854 TAMPINES ST 82,1.3530268,103.9365844,178.12824163363038,,,320.3856619451301,20,0,0,4
2021-11,TAMPINES,3 ROOM,101,TAMPINES ST 11,07 TO 09,79,Model A,1982,59 years 04 months,391000,101 TAMPINES ST 11,1.3473987,103.9452924,64.4522612056295,,,280.717799469812,6,0,0,3
2021-11,TAMPINES,3 ROOM,803,TAMPINES AVE 4,07 TO 09,67,New Generation,1984,62 years 01 month,395000,803 TAMPINES AVE 4,1.3451981,103.9376886,105.14426644660696,114.78002244402627,,342.024983417561,13,1,0,3
2021-11,TAMPINES,3 ROOM,277,TAMPINES ST 22,07 TO 09,74,Model A,1985,62 years 04 months,400000,277 TAMPINES ST 22,1.3472782,103.9511935,166.61536906745016,,487.32025759773603,168.58062208277434,12,0,2,4
2021-11,TAMPINES,3 ROOM,878B,TAMPINES AVE 8,04 TO 06,68,Model A,2017,94 years 08 months,402000,878B TAMPINES AVE 8,1.3509264,103.9291912,29.897153935755636,,,133.42752728457478,17,0,0,2
2021-11,TAMPINES,3 ROOM,899A,TAMPINES ST 81,10 TO 12,74,Model A,1988,65 years 10 months,408000,899A TAMPINES ST 81,1.3463247,103.9350085,133.85070817844056,410.2302659931224,,396.6966791961418,16,1,0,3
2021-11,TAMPINES,3 ROOM,269,TAMPINES ST 21,07 TO 09,79,Model A,1984,61 years 05 months,412000,269 TAMPINES ST 21,1.3507454,103.9480244,195.02957894813807,682.0266862189167,415.9625197397336,317.23326849284325,14,1,3,7
2021-11,TAMPINES,4 ROOM,449,TAMPINES ST 42,01 TO 03,84,Simplified,1985,62 years 06 months,418000,449 TAMPINES ST 42,1.3570242,103.9510544,23.66148448233912,452.47903041486273,,200.82825771774094,21,1,0,4
2021-11,TAMPINES,4 ROOM,418,TAMPINES ST 41,04 TO 06,104,Model A,1985,62 years 08 months,420000,418 TAMPINES ST 41,1.3582722,103.9473089,40.05261436505422,,520.2001248388021,223.8874962768705,13,0,1,4
2021-11,TAMPINES,3 ROOM,869B,TAMPINES AVE 8,04 TO 06,67,Model A,2015,92 years 08 months,420000,869B TAMPINES AVE 8,1.3548556,103.9327092,140.97696196725903,,,213.14913749638353,17,0,0,3
2021-11,TAMPINES,4 ROOM,849,TAMPINES ST 83,01 TO 03,88,Simplified,1987,65 years 01 month,425000,849 TAMPINES ST 83,1.3528403,103.9355209,114.54809947988058,,,205.54125319831857,19,0,0,3
2021-11,TAMPINES,3 ROOM,879A,TAMPINES AVE 8,04 TO 06,68,Model A,2017,94 years 08 months,438888,879A TAMPINES AVE 8,1.3518848,103.9291007,68.1874470490451,,,211.94909753831703,18,0,0,2
2021-11,TAMPINES,4 ROOM,140,TAMPINES ST 12,01 TO 03,94,New Generation,1984,62 years 02 months,440000,140 TAMPINES ST 12,1.3477319,103.944124,114.37634918015563,,527.4766872112385,209.07134938765802,7,0,2,4
2021-11,TAMPINES,3 ROOM,878A,TAMPINES AVE 8,04 TO 06,68,Model A,2017,94 years 08 months,440000,878A TAMPINES AVE 8,1.3516637,103.929646,94.12806356120899,,,159.5246826211832,20,0,0,2
2021-11,TAMPINES,4 ROOM,367,TAMPINES ST 34,07 TO 09,100,Model A,1997,74 years 07 months,445000,367 TAMPINES ST 34,1.3586195,103.9607886,151.69946294665874,,,222.28538128635117,13,0,0,2
2021-11,TAMPINES,4 ROOM,837,TAMPINES ST 83,13 TO 15,84,Simplified,1985,62 years 05 months,445000,837 TAMPINES ST 83,1.3508878,103.9344586,83.56170896903187,,,270.2153068505459,19,0,0,4
2021-11,TAMPINES,4 ROOM,351,TAMPINES ST 33,10 TO 12,105,Model A,1996,73 years 06 months,448000,351 TAMPINES ST 33,1.3529568,103.9630674,54.55533722211839,,,123.1771070797805,13,0,0,3
2021-11,TAMPINES,4 ROOM,287,TAMPINES ST 22,01 TO 03,103,Model A,1984,61 years 09 months,450000,287 TAMPINES ST 22,1.3491743,103.9542501,82.69558288816927,,,315.1484366172095,11,0,0,3
2021-11,TAMPINES,4 ROOM,367,TAMPINES ST 34,01 TO 03,100,Model A,1997,74 years 07 months,450000,367 TAMPINES ST 34,1.3586195,103.9607886,151.69946294665874,,,222.28538128635117,13,0,0,2
2021-11,TAMPINES,4 ROOM,144,TAMPINES ST 12,04 TO 06,103,Model A,1985,62 years 05 months,455000,144 TAMPINES ST 12,1.3484186,103.9437258,159.08756462355683,,449.9216835680236,138.61803017478903,6,0,2,3
2021-11,TAMPINES,4 ROOM,273,TAMPINES ST 22,04 TO 06,103,Model A,1984,61 years 09 months,455000,273 TAMPINES ST 22,1.3486872,103.9504503,82.80697088370603,,,111.22380417490106,9,0,0,4
2021-11,TAMPINES,4 ROOM,219,TAMPINES ST 24,04 TO 06,104,Model A,1985,62 years 03 months,455000,219 TAMPINES ST 24,1.3547924,103.9526127,115.97512836848169,294.5752829050224,,388.72378561072077,22,1,0,6
2021-11,TAMPINES,4 ROOM,274,TAMPINES ST 22,07 TO 09,103,Model A,1984,61 years 09 months,460000,274 TAMPINES ST 22,1.3482999,103.9500595,133.71580405782734,,,163.16258810049098,11,0,0,4
2021-11,TAMPINES,4 ROOM,733,TAMPINES ST 71,04 TO 06,104,Model A,1997,74 years 08 months,462000,733 TAMPINES ST 71,1.3578246,103.933874,77.82129904771998,,,192.30273678551166,20,0,0,2
2021-11,TAMPINES,4 ROOM,342,TAMPINES ST 33,04 TO 06,109,Model A,1995,73 years 02 months,462000,342 TAMPINES ST 33,1.3511457,103.9617981,120.58536468808741,,,196.0716908114586,11,0,0,2
2021-11,TAMPINES,4 ROOM,260,TAMPINES ST 21,10 TO 12,103,Model A,1984,62 years,463000,260 TAMPINES ST 21,1.3546401,103.9501008,88.31338841601301,563.1849647336583,,179.5121972005161,19,1,0,5
2021-11,TAMPINES,4 ROOM,230B,TAMPINES ST 24,01 TO 03,108,Model A,1993,70 years 10 months,464000,230B TAMPINES ST 24,1.3553985,103.9507339,41.38455172439181,477.3116920512536,,261.34928465416056,19,1,0,5
2021-11,TAMPINES,4 ROOM,489B,TAMPINES ST 45,07 TO 09,107,Model A,1993,70 years 11 months,465000,489B TAMPINES ST 45,1.3613233,103.9574698,28.53685849583584,,,195.38720264220325,16,0,0,2
2021-11,TAMPINES,4 ROOM,489A,TAMPINES ST 45,07 TO 09,104,Model A,1989,66 years 07 months,468888,489A TAMPINES ST 45,1.3610858,103.9572248,61.66767784656526,,,164.96604067092215,18,0,0,1
2021-11,TAMPINES,4 ROOM,272,TAMPINES ST 22,07 TO 09,103,Model A,1984,61 years 09 months,470000,272 TAMPINES ST 22,1.3491594,103.9502815,109.0474436151334,,,136.0901841807164,11,0,0,4
2021-11,TAMPINES,4 ROOM,496B,TAMPINES ST 43,10 TO 12,106,Model A,1993,70 years 09 months,472888,496B TAMPINES ST 43,1.3612369,103.9509961,140.66913725959517,,,227.59890766363205,12,0,0,4
2021-11,TAMPINES,4 ROOM,285,TAMPINES ST 22,04 TO 06,103,Model A,1984,61 years 08 months,473000,285 TAMPINES ST 22,1.3500107,103.9528161,41.64652457400398,,,204.31454963073307,13,0,0,3
2021-11,TAMPINES,4 ROOM,437,TAMPINES ST 43,07 TO 09,104,Model A,1986,63 years 09 months,473000,437 TAMPINES ST 43,1.3599662,103.9515878,113.28526829745967,581.0524789034513,,288.6622390962856,19,1,0,4
2021-11,TAMPINES,4 ROOM,126,TAMPINES ST 11,01 TO 03,110,Model A,1985,63 years,475000,126 TAMPINES ST 11,1.3457861,103.9503216,83.98609381218351,444.6285877541099,437.08410161928106,169.83385343570856,9,1,2,3
2021-11,TAMPINES,4 ROOM,406,TAMPINES ST 41,07 TO 09,89,Simplified,1986,64 years,475000,406 TAMPINES ST 41,1.3578324,103.9457735,146.05360276226816,422.2788182183151,415.8777469764482,393.78006510259974,14,1,1,4
2021-11,TAMPINES,4 ROOM,732,TAMPINES ST 71,04 TO 06,103,Model A,1997,74 years 08 months,478000,732 TAMPINES ST 71,1.3575587,103.9343204,100.34897645763205,,,152.87930465998102,21,0,0,2
2021-11,TAMPINES,4 ROOM,878,TAMPINES AVE 8,10 TO 12,104,Model A,1988,66 years 01 month,480000,878 TAMPINES AVE 8,1.3522119,103.9313823,114.34330016239721,,,241.23611923822097,22,0,0,2
2021-11,TAMPINES,4 ROOM,491F,TAMPINES ST 45,13 TO 15,105,Model A,1993,70 years 09 months,480000,491F TAMPINES ST 45,1.3629625,103.9549554,114.22667386654092,,,235.08296762263382,11,0,0,2
2021-11,TAMPINES,4 ROOM,735,TAMPINES ST 72,10 TO 12,100,Model A,1997,75 years 02 months,480000,735 TAMPINES ST 72,1.3595758,103.9341558,93.14056195211325,,,226.0171932399104,21,0,0,1
2021-11,TAMPINES,4 ROOM,854,TAMPINES ST 82,01 TO 03,104,Model A,1985,62 years 10 months,480000,854 TAMPINES ST 82,1.3530268,103.9365844,178.12824163363038,,,320.3856619451301,20,0,0,4
2021-11,TAMPINES,4 ROOM,102,SIMEI ST 1,04 TO 06,104,Model A,1988,66 years 01 month,485000,102 SIMEI ST 1,1.3413472,103.9513551,78.77940598967218,302.9315274437511,242.44597249106178,184.04525304919565,12,1,2,2
2021-11,TAMPINES,4 ROOM,713,TAMPINES ST 71,04 TO 06,100,Model A,1997,74 years 05 months,485000,713 TAMPINES ST 71,1.359241,103.9376466,88.22272896017161,,,261.7109140524771,22,0,0,1
2021-11,TAMPINES,4 ROOM,907,TAMPINES AVE 4,01 TO 03,104,Model A,1984,61 years 11 months,487000,907 TAMPINES AVE 4,1.3506123,103.9393974,132.4981562791209,558.0353977067691,527.0515478097683,281.0431360829467,16,1,1,5
2021-11,TAMPINES,4 ROOM,711,TAMPINES ST 71,10 TO 12,99,Model A,1997,74 years 05 months,488000,711 TAMPINES ST 71,1.358432,103.9370359,120.40771344857552,,,166.0168199577106,24,0,0,1
2021-11,TAMPINES,4 ROOM,116,SIMEI ST 1,07 TO 09,104,Model A,1988,66 years 01 month,490000,116 SIMEI ST 1,1.3435845,103.9511278,150.3939288426216,253.46245100678328,227.90151191793785,392.6494855619109,12,1,2,3
2021-11,TAMPINES,4 ROOM,162,TAMPINES ST 12,04 TO 06,103,Model A,1984,61 years 08 months,490000,162 TAMPINES ST 12,1.349905,103.9471398,243.08017348153908,683.1828885430361,392.9143571445887,338.83014273204,15,1,3,7
2021-11,TAMPINES,4 ROOM,267,TAMPINES ST 21,07 TO 09,115,Model A,1983,60 years 10 months,490000,267 TAMPINES ST 21,1.3507728,103.9492592,138.42831109400308,788.5558134797822,540.5280895568889,179.85807760414465,14,1,1,7
2021-11,TAMPINES,4 ROOM,284,TAMPINES ST 22,10 TO 12,102,Model A,1984,61 years 08 months,490000,284 TAMPINES ST 22,1.3491038,103.9526282,110.52040202841339,,,136.37942162203356,13,0,0,4
2021-11,TAMPINES,4 ROOM,727,TAMPINES ST 71,10 TO 12,102,Model A,1997,74 years 11 months,490000,727 TAMPINES ST 71,1.3563135,103.9354839,104.88231909556862,,,199.59990690077126,18,0,0,2
2021-11,TAMPINES,4 ROOM,871A,TAMPINES ST 84,10 TO 12,113,Model A,1989,66 years 06 months,490000,871A TAMPINES ST 84,1.3545684,103.9318848,47.56118866449863,,,252.56539669376716,19,0,0,3
2021-11,TAMPINES,4 ROOM,729,TAMPINES ST 71,07 TO 09,103,Model A,1997,74 years 11 months,490000,729 TAMPINES ST 71,1.356441,103.934139,46.314726428044445,,,244.82390280640237,19,0,0,2
2021-11,TAMPINES,4 ROOM,246,TAMPINES ST 21,10 TO 12,93,New Generation,1984,62 years 01 month,495000,246 TAMPINES ST 21,1.3532255,103.9472322,74.89232995458171,458.6758026389809,259.75128687590006,185.42021225010433,20,1,3,6
2021-11,TAMPINES,4 ROOM,372,TAMPINES ST 34,04 TO 06,105,Model A,1995,72 years 11 months,498000,372 TAMPINES ST 34,1.3564421,103.9580956,62.53555366636137,350.06766351225514,,301.4182219646472,23,1,0,4
2021-11,TAMPINES,4 ROOM,272,TAMPINES ST 22,10 TO 12,103,Model A,1984,61 years 09 months,500000,272 TAMPINES ST 22,1.3491594,103.9502815,109.0474436151334,,,136.0901841807164,11,0,0,4
2021-11,TAMPINES,4 ROOM,728,TAMPINES ST 71,04 TO 06,104,Model A,1997,74 years 11 months,500000,728 TAMPINES ST 71,1.3562257,103.9348389,119.00341723628769,,,224.61715603189202,18,0,0,2
2021-11,TAMPINES,4 ROOM,814,TAMPINES ST 81,04 TO 06,105,Model A,1984,61 years 10 months,500000,814 TAMPINES ST 81,1.3472836,103.9365539,155.28206285841483,294.8436473641987,,228.759562013307,19,1,0,3
2021-11,TAMPINES,4 ROOM,222,TAMPINES ST 24,10 TO 12,104,Model A,1985,62 years 03 months,505000,222 TAMPINES ST 24,1.3555171,103.9526865,110.7457724463208,260.7001324844471,,398.12710777985444,20,1,0,5
2021-11,TAMPINES,4 ROOM,818,TAMPINES ST 81,04 TO 06,105,Model A,1984,61 years 08 months,505000,818 TAMPINES ST 81,1.3479723,103.9368382,72.838796079668,327.1856896577615,,148.3247521626694,18,1,0,3
2021-11,TAMPINES,4 ROOM,123,SIMEI ST 1,07 TO 09,104,Model A,1988,66 years 01 month,510000,123 SIMEI ST 1,1.3453066,103.953188,68.38883584974651,235.136534726689,195.29862130215352,430.4155712189492,15,1,2,4
2021-11,TAMPINES,4 ROOM,936,TAMPINES AVE 5,07 TO 09,104,Model A,1988,65 years 11 months,515000,936 TAMPINES AVE 5,1.346482,103.9416998,197.50825381520247,354.67777429546584,,293.9531308128186,8,1,0,4
2021-11,TAMPINES,4 ROOM,159,TAMPINES ST 12,10 TO 12,91,New Generation,1984,61 years 07 months,520000,159 TAMPINES ST 12,1.3510413,103.9460515,217.14951892018377,510.3019018955505,218.4068203251017,232.98312944851887,15,1,3,5
2021-11,TAMPINES,4 ROOM,498G,TAMPINES ST 45,07 TO 09,106,Premium Apartment,1997,74 years 08 months,520000,498G TAMPINES ST 45,1.3622784,103.9581219,93.21276804297135,,,300.356906630127,13,0,0,3
2021-11,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,07 TO 09,61,DBSS,2014,91 years 08 months,525000,520C TAMPINES CTRL 8,1.3567417,103.9396924,119.91036052140574,466.74870281572134,,482.50015434835456,18,1,0,1
2021-11,TAMPINES,5 ROOM,288,TAMPINES ST 22,01 TO 03,133,Model A,1984,61 years 11 months,530000,288 TAMPINES ST 22,1.3488528,103.9547046,143.55049473753672,,,362.8084614991955,12,0,0,3
2021-11,TAMPINES,5 ROOM,425,TAMPINES ST 41,01 TO 03,122,Improved,1985,63 years 01 month,530000,425 TAMPINES ST 41,1.3590599,103.9481822,88.25460175151241,,,164.02136588064036,14,0,0,4
2021-11,TAMPINES,5 ROOM,489C,TAMPINES ST 45,04 TO 06,121,Improved,1989,66 years 08 months,530000,489C TAMPINES ST 45,1.3617857,103.9565325,94.93037470131043,,,124.08494464592549,17,0,0,2
2021-11,TAMPINES,4 ROOM,842H,TAMPINES ST 82,07 TO 09,106,Model A,1995,72 years 10 months,530000,842H TAMPINES ST 82,1.3516167,103.9370705,74.21993978612335,,,206.8688548592238,18,0,0,4
2021-11,TAMPINES,4 ROOM,141,TAMPINES ST 12,07 TO 09,106,Model A,1984,61 years 11 months,530000,141 TAMPINES ST 12,1.348249,103.9449207,30.87441151300491,746.1566188837766,468.62958123327167,178.6428275497684,8,1,2,3
2021-11,TAMPINES,4 ROOM,251,TAMPINES ST 21,07 TO 09,102,Model A,1985,62 years 03 months,530000,251 TAMPINES ST 21,1.3527554,103.9481192,64.05414285753552,569.8916353479664,371.02292678178196,174.56087333428997,15,1,3,7
2021-11,TAMPINES,4 ROOM,837,TAMPINES ST 83,07 TO 09,105,Model A,1985,62 years 05 months,530000,837 TAMPINES ST 83,1.3508878,103.9344586,83.56170896903187,,,270.2153068505459,19,0,0,4
2021-11,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,16 TO 18,62,DBSS,2014,91 years 08 months,532000,520C TAMPINES CTRL 8,1.3567417,103.9396924,119.91036052140574,466.74870281572134,,482.50015434835456,18,1,0,1
2021-11,TAMPINES,5 ROOM,289,TAMPINES ST 22,07 TO 09,121,Improved,1985,62 years 06 months,535000,289 TAMPINES ST 22,1.3496412,103.9553372,198.94648475753863,,,443.43176092981696,12,0,0,4
2021-11,TAMPINES,5 ROOM,496C,TAMPINES ST 43,01 TO 03,123,Improved,1993,70 years 09 months,535000,496C TAMPINES ST 43,1.3621524,103.950374,207.18760849039595,,,228.25953992712184,6,0,0,2
2021-11,TAMPINES,4 ROOM,842G,TAMPINES ST 82,07 TO 09,106,Model A,1995,72 years 10 months,535000,842G TAMPINES ST 82,1.3520767,103.9371117,104.61905298378305,,,257.85463087747314,19,0,0,4
2021-11,TAMPINES,5 ROOM,122,SIMEI ST 1,01 TO 03,123,Improved,1988,65 years 05 months,550000,122 SIMEI ST 1,1.3455718,103.9524981,126.2229518734872,280.90927758050424,250.66066444532353,373.7589319669179,14,1,2,3
2021-11,TAMPINES,5 ROOM,493A,TAMPINES AVE 9,04 TO 06,125,Improved,1993,70 years 09 months,550000,493A TAMPINES AVE 9,1.3625588,103.9524631,52.423599721436936,,,404.3488521494328,11,0,0,2
